Level,Date and Time,Source,Event ID,Task Category
Information,20/05/2026 18:33:56,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Apprep.ChxApp_1000.19041.4239.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,20/05/2026 18:33:55,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.AAD.BrokerPlugin_1000.19041.4239.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,20/05/2026 18:33:54,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.6449_none_7e0d59887c8e1467\TiWorker.exe (process ID:1944) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,20/05/2026 18:33:54,Microsoft-Windows-HttpEvent,15007,None,Reservation for namespace identified by URL prefix http://+:80/116B50EB-ECE2-41ac-8429-9F9E963361B7/ was successfully added.
Information,20/05/2026 18:33:54,Microsoft-Windows-HttpEvent,15007,None,Reservation for namespace identified by URL prefix https://+:443/C574AC30-5794-4AEE-B1BB-6651C5315029/ was successfully added.
Information,20/05/2026 18:33:54,Microsoft-Windows-HttpEvent,15007,None,Reservation for namespace identified by URL prefix http://+:80/0131501b-d67f-491b-9a40-c4bf27bcb4d4/ was successfully added.
Information,20/05/2026 18:33:54,Microsoft-Windows-HttpEvent,15007,None,Reservation for namespace identified by URL prefix http://+:3387/rdp/ was successfully added.
Information,20/05/2026 18:33:54,Microsoft-Windows-HttpEvent,15007,None,Reservation for namespace identified by URL prefix https://+:3392/rdp/ was successfully added.
Error,20/05/2026 18:33:46,Microsoft-Windows-Eventlog,30,Service startup,"The event logging service encountered an error (5) while enabling publisher {0bf2fb94-7b60-4b4d-9766-e82f658df540} to channel Microsoft-Windows-Kernel-ShimEngine/Operational. This does not affect channel operation, but does affect the ability of the publisher to raise events to the channel. One common reason for this error is that the Provider is using ETW Provider Security and has not granted enable permissions to the Event Log service identity."
Information,20/05/2026 18:33:31,Microsoft-Windows-HttpEvent,15008,None,Reservation for namespace identified by URL prefix http://+:3387/rdp/ was successfully deleted.
Information,20/05/2026 18:33:31,Microsoft-Windows-HttpEvent,15008,None,Reservation for namespace identified by URL prefix https://+:3392/rdp/ was successfully deleted.
Information,20/05/2026 18:33:30,Microsoft-Windows-HttpEvent,15008,None,Reservation for namespace identified by URL prefix http://+:80/116B50EB-ECE2-41ac-8429-9F9E963361B7/ was successfully deleted.
Information,20/05/2026 18:33:30,Microsoft-Windows-HttpEvent,15008,None,Reservation for namespace identified by URL prefix https://+:443/C574AC30-5794-4AEE-B1BB-6651C5315029/ was successfully deleted.
Information,20/05/2026 18:33:30,Microsoft-Windows-HttpEvent,15008,None,Reservation for namespace identified by URL prefix http://+:80/0131501b-d67f-491b-9a40-c4bf27bcb4d4/ was successfully deleted.
Information,20/05/2026 18:33:31,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.6449_none_7e0d59887c8e1467\TiWorker.exe (process ID:1944) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,20/05/2026 18:33:31,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.6449_none_7e0d59887c8e1467\TiWorker.exe (process ID:1944) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,20/05/2026 18:33:30,Microsoft-Windows-HttpEvent,15008,None,Reservation for namespace identified by URL prefix http://+:10247/apps/ was successfully deleted.
Information,20/05/2026 18:33:25,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
dam"
Information,20/05/2026 18:33:23,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2091‎-‎04‎-‎16T00:55:03.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:23,Microsoft-Windows-FilterManager,6,None,"File System Filter 'UCPD' (10.0, ‎2006‎-‎08‎-‎28T12:56:22.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:23,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2038‎-‎12‎-‎03T10:18:20.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:23,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2032‎-‎05‎-‎25T09:06:53.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:23,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2032‎-‎05‎-‎25T09:06:53.000000000Z) unloaded successfully."
Information,20/05/2026 18:33:23,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2032‎-‎05‎-‎25T09:06:53.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:23,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,20/05/2026 18:33:23,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎1996‎-‎01‎-‎27T13:16:28.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:23,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,20/05/2026 18:33:23,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,20/05/2026 18:33:23,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2043‎-‎11‎-‎04T12:04:53.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:23,Microsoft-Windows-Directory-Services-SAM,16983,None,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information,20/05/2026 18:33:23,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,20/05/2026 18:33:23,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information,20/05/2026 18:33:22,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration: 0x0, 0"
Information,20/05/2026 18:33:22,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,20/05/2026 18:33:22,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,20/05/2026 18:33:22,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2995
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information,20/05/2026 18:33:22,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2995
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information,20/05/2026 18:33:22,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2995
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information,20/05/2026 18:33:22,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2995
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information,20/05/2026 18:33:19,Microsoft-Windows-Kernel-General,24,(11),The time zone information was refreshed with exit reason 0. Current time zone bias is -60.
Information,20/05/2026 18:33:19,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{b6f36d9a-0000-0000-0000-405d0c000000} (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,20/05/2026 18:33:16,Microsoft-Windows-Kernel-Power,172,(203),"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Information,20/05/2026 18:33:16,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{b6f36d9a-0000-0000-0000-100000000000} (\Device\HarddiskVolume1) is healthy.  No action is needed.
Information,20/05/2026 18:33:16,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎2025‎-‎01‎-‎06T03:41:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:16,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎2002‎-‎03‎-‎01T12:12:42.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:16,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume2) is healthy.  No action is needed.
Information,20/05/2026 18:33:15,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2021‎-‎12‎-‎23T03:07:25.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:15,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2090‎-‎03‎-‎16T19:56:17.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:15,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2062‎-‎12‎-‎23T06:21:06.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:15,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,20/05/2026 18:33:15,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,20/05/2026 18:33:15,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,20/05/2026 18:33:15,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,20/05/2026 18:33:15,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,20/05/2026 18:33:15,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,20/05/2026 18:33:15,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,20/05/2026 18:33:15,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,20/05/2026 18:33:15,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2026‎-‎05‎-‎20T17:33:14.500000000Z.
Information,20/05/2026 18:33:10,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2026‎-‎05‎-‎20T17:33:10.862169500Z.
Information,20/05/2026 18:33:09,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Shutdown Reason: Kernel API"
Information,20/05/2026 18:33:23,EventLog,6013,None,The system uptime is 9 seconds.
Information,20/05/2026 18:33:23,EventLog,6005,None,The Event log service was started.
Information,20/05/2026 18:33:23,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 19045  Multiprocessor Free.
Information,20/05/2026 18:33:07,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,20/05/2026 18:33:07,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,20/05/2026 18:33:07,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,20/05/2026 18:33:07,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,20/05/2026 18:33:07,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,20/05/2026 18:33:07,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,20/05/2026 18:33:07,EventLog,6006,None,The Event log service was stopped.
Error,20/05/2026 18:33:07,Service Control Manager,7031,None,The Microsoft Defender Antivirus Service service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 60000 milliseconds: Restart the service.
Error,20/05/2026 18:33:04,Service Control Manager,7000,None,"The AppX Deployment Service (AppXSVC) service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
Error,20/05/2026 18:33:04,Service Control Manager,7009,None,A timeout was reached (30000 milliseconds) while waiting for the AppX Deployment Service (AppXSVC) service to connect.
Information,20/05/2026 18:33:03,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
dam"
Error,20/05/2026 18:33:03,Service Control Manager,7000,None,"The MDCoreSvc service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
Error,20/05/2026 18:33:03,Service Control Manager,7009,None,A timeout was reached (45000 milliseconds) while waiting for the MDCoreSvc service to connect.
Error,20/05/2026 18:33:03,Service Control Manager,7001,None,"The LanmanWorkstation service depends on the mrxsmb20 service which failed to start because of the following error: 
The dependency service or group failed to start."
Error,20/05/2026 18:33:03,Service Control Manager,7001,None,"The mrxsmb20 service depends on the mrxsmb service which failed to start because of the following error: 
The specified procedure could not be found."
Error,20/05/2026 18:33:03,Service Control Manager,7000,None,"The mrxsmb service failed to start due to the following error: 
The specified procedure could not be found."
Information,20/05/2026 18:33:03,Application Popup,26,None,"The description for Event ID 26 from source Application Popup cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

mrxsmb.sys cannot find ksecdd.sys CredUnmarshalTargetInfo

The message resource is present but the message was not found in the message table
"
Information,20/05/2026 18:33:02,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,20/05/2026 18:33:02,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,20/05/2026 18:33:02,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,20/05/2026 18:33:02,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2091‎-‎04‎-‎16T00:55:03.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:02,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2038‎-‎12‎-‎03T10:18:20.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:02,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2032‎-‎05‎-‎25T09:06:53.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:02,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2032‎-‎05‎-‎25T09:06:53.000000000Z) unloaded successfully."
Information,20/05/2026 18:33:02,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2032‎-‎05‎-‎25T09:06:53.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:02,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2043‎-‎11‎-‎04T12:04:53.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:02,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎1996‎-‎01‎-‎27T13:16:28.000000000Z) has successfully loaded and registered with Filter Manager."
Information,20/05/2026 18:33:02,User32,1074,None,"The process C:\Windows\servicing\TrustedInstaller.exe (DESKTOP-0NVBQ42) has initiated the restart of computer DESKTOP-0NVBQ42 on behalf of user NT AUTHORITY\SYSTEM for the following reason: Operating System: Upgrade (Planned)
 Reason Code: 0x80020003
 Shut-down Type: restart
 Comment: "
Information,20/05/2026 18:31:37,Microsoft-Windows-Directory-Services-SAM,16983,None,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information,20/05/2026 18:31:37,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,20/05/2026 18:31:37,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information,20/05/2026 18:31:37,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration: 0x0, 0"
Information,20/05/2026 18:31:36,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,20/05/2026 18:31:36,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,20/05/2026 18:31:36,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2995
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information,20/05/2026 18:31:36,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2995
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information,20/05/2026 18:31:36,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2995
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information,20/05/2026 18:31:36,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2995
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
